id,scenario,owner_kind,owner_name,initial_preference_weight,declared_aggregation,rubric_name,description,mode,max_score,run_condition,reference_final_selected,required_context,configured_model,callable_name,source_path,source_line,definition_sha256,port_disposition
data_science_analytics/diagnostic/08/06,data_science_analytics,diagnostic,stakeholder_management,,manager_agent_gym.core.evaluation.stakeholder_evaluator.zeroing_gate,clarification_utility_gain,LLM: did clarifications improve outcomes (quality/rework/approvals) in subsequent steps?,llm,6.0,on_completion,True,communications_by_sender;manager_actions,o3,,,,bae62bf36a9516adb3701607981a81bc968f9c829dcac156f538e209624200b3,faithful_definition_native_criterion
data_science_analytics/diagnostic/09/00,data_science_analytics,diagnostic,operational_efficiency,,weighted_average,coordination_deadtime,Lower average coordination deadtime yields higher score.,callable,1.0,on_completion,True,,,coordination_deadtime_score,manager_agent_gym/core/evaluation/operational_efficiency_evaluator.py,21,7830c0104f7b4762e17e2e85b592655e418b082cdf496d12f9e00624c647d810,faithful_definition_native_criterion
data_science_analytics/diagnostic/09/01,data_science_analytics,diagnostic,operational_efficiency,,weighted_average,deadtime_efficiency,Fraction of started tasks with zero coordination deadtime.,callable,1.0,on_completion,True,,,deadtime_efficiency_score,manager_agent_gym/core/evaluation/operational_efficiency_evaluator.py,37,beded7b5b2cf969613c752bf18da3bf85c368d1ba2a807e45a28b5846a36ac73,faithful_definition_native_criterion
data_science_analytics/diagnostic/09/02,data_science_analytics,diagnostic,operational_efficiency,,weighted_average,agent_utilization_efficiency,Fraction of started tasks with zero coordination deadtime.,callable,1.0,on_completion,True,,,agent_utilization_efficiency,examples/end_to_end_examples/standard_rules.py,60,94ca621f7ce548960a18f6797a648ccc8d31395090b3be6a6be18e0655b960a7,faithful_definition_native_criterion
data_science_analytics/diagnostic/09/03,data_science_analytics,diagnostic,operational_efficiency,,weighted_average,parallelism_opportunity_exploitation,,llm,10.0,each_timestep,True,,o3,,,,b5eebeba01a5014cfdeb767fe4bff3be668273c615e79cec018e5b93be507ba5,faithful_definition_native_criterion
data_science_analytics/diagnostic/09/04,data_science_analytics,diagnostic,operational_efficiency,,weighted_average,planning_scope_quality,,llm,10.0,each_timestep,True,,o3,,,,235b461d1cfc64ac6661beea3a71915327e192501c80dc081b5fbbccf133f825,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/00,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,production_ready_model_deployed,,llm,18.0,on_completion,True,,o3,,,,1f84ec948671d666201cc7778bdb441c8ae176b50a470f165a3304dc43ba47a0,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/01,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,data_privacy_compliance_verified,,llm,15.0,on_completion,True,,o3,,,,01b996ab68c12399164cff94e362bb994361326859eac1a89bf6455a6d843ad4,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/02,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,reproducible_training_pipeline,,llm,15.0,on_completion,True,,o3,,,,3bce797870280b203cd331578f08b192bdaf35904258b6ae6fa9fe2e403b1098,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/03,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,bias_fairness_analysis_completed,,llm,12.0,on_completion,True,,o3,,,,a2d35a75d9fb270e54561def920e55a48ee806ff0f51c26c3820e6e2d907025d,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/04,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,model_performance_thresholds_met,,llm,10.0,on_completion,True,,o3,,,,2a91abdd12fd63e997c55a14063bd139c808890d185e0a4880a3e27f69a8cdd6,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/05,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,curated_dataset_with_lineage,,llm,10.0,on_completion,True,,o3,,,,449b8b68eae27f43f405c9fbd29d937944e7c03a3eccb4d2105667779dcb9e6a,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/06,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,model_card_and_explainability,,llm,8.0,on_completion,True,,o3,,,,12672c10d67dd6a101aba4d5f6371f05df06798d28137d8cd6a4c7242bff2098,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/07,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,deployment_readiness_gate_passed,,llm,7.0,on_completion,True,,o3,,,,4717f21ee489aca29a74a0c9baadf6490229349cfcc6e69e18f33daa9e1ae37c,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/08,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,experiment_tracking_system,,llm,6.0,on_completion,True,,o3,,,,f899e3f021fc86d815741129f951141b244afc08242f9133deaf9a270e36a9bf,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/09,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,model_monitoring_alerts,,llm,5.0,on_completion,True,,o3,,,,93d6e02ec6aeefe558214d65e46609bcb4169d96542b86292b7b7a94f9fe115c,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/10,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,business_requirements_documented,,llm,4.0,on_completion,True,,o3,,,,aee0923cfea095a10f8dc08e887d4c7b5e7f8e454230030f456c4cdaa899c550,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/11,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,model_validation_framework,,llm,4.0,on_completion,True,,o3,,,,f707a20bf3f2c02f0362520a613dfcd49233ff7ce5f4204e1f3f3b23c4e66231,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/12,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,data_access_governance,,llm,3.0,on_completion,True,,o3,,,,1b8404f84651fe212855025be03f239cc746e4e4162cf63c4e47c7d5ac299a3a,faithful_definition_native_criterion
data_science_analytics/diagnostic/10/13,data_science_analytics,diagnostic,data_science_analytics_goal_achievement_eval,,weighted_average,project_documentation_complete,,llm,3.0,on_completion,True,,o3,,,,a036d33a79f0b95fd2c69f5f9b47f2c58401e9ad4173389c942f3ba072ad45a0,faithful_definition_native_criterion
data_science_analytics/diagnostic/11/00,data_science_analytics,diagnostic,scenario_constraints::data_science_analytics,,weighted_average,model_card_and_eval_report_present,,llm,1.0,on_completion,True,,o3,,,,d66d83bef0a43e7bc765659a22890d88ad80969fc19467356b623d502affd2cd,faithful_definition_native_criterion
data_science_analytics/diagnostic/11/01,data_science_analytics,diagnostic,scenario_constraints::data_science_analytics,,weighted_average,data_lineage_registry_initialized,,llm,1.0,on_completion,True,,o3,,,,57450586c1d68487e5f56bd899821167f34dab315de01130b67cef080a6bd727,faithful_definition_native_criterion
orsa/preference/00/00,orsa,preference,capital_adequacy,0.35,weighted_average,capital_buffers_vs_requirements,,llm,10.0,on_completion,True,,o3,,,,c0341a0e0f9de0223839d702b4fd09a0a688fb9400cacc4d5342f1a1f38d2d2b,faithful_definition_native_criterion
orsa/preference/00/01,orsa,preference,capital_adequacy,0.35,weighted_average,loss_estimation_coherence,,llm,8.0,on_completion,True,,o3,,,,bf490132afd0783c93930a910a05950fc3c957f55648f688c6600a120b62bfce,faithful_definition_native_criterion
orsa/preference/00/02,orsa,preference,capital_adequacy,0.35,weighted_average,rule_capital_policy_ready,,callable,1.0,on_completion,True,,,rule_capital_policy_ready,examples/end_to_end_examples/orsa/preferences.py,114,cc490f1ad2ad5ada5a96f82f356db548d5daaad13d14eaed34ed32ffa41d2add,faithful_definition_native_criterion
orsa/preference/00/03,orsa,preference,capital_adequacy,0.35,weighted_average,rule_scenario_suite_built,,callable,1.0,on_completion,True,,,rule_scenario_suite_built,examples/end_to_end_examples/orsa/preferences.py,119,5f77652cbdf4ba3a57a0a0915313fee94c390b8b603ae3b1a5e91bbc67611a23,faithful_definition_native_criterion
orsa/preference/01/00,orsa,preference,liquidity_resilience,0.25,weighted_average,contingency_funding_plan_quality,,llm,10.0,on_completion,True,,o3,,,,2925258a1a0cdf42a02a1e92c8726fa3e6e0d6756ac0e16e35de1594d538eafa,faithful_definition_native_criterion
orsa/preference/01/01,orsa,preference,liquidity_resilience,0.25,weighted_average,liquidity_survival_horizon,,llm,8.0,on_completion,True,,o3,,,,2f77faddeec85eca649b9a4f053bf61bf836870f96e549f9f75c0246db6b0de8,faithful_definition_native_criterion
orsa/preference/01/02,orsa,preference,liquidity_resilience,0.25,weighted_average,rule_liquidity_cfp_ready,,callable,1.0,on_completion,True,,,rule_liquidity_cfp_ready,examples/end_to_end_examples/orsa/preferences.py,125,822e18866af31990b1b931e8670bf7f7c879464e4694e2585c063294373d2a8b,faithful_definition_native_criterion
orsa/preference/02/00,orsa,preference,model_risk_hygiene,0.2,weighted_average,sr11_7_controls_completeness,,llm,10.0,on_completion,True,,o3,,,,aa4114f5d733275747954b49100b3d70d201f8ef4ab0a7daa526fecd8214d39a,faithful_definition_native_criterion
orsa/preference/02/01,orsa,preference,model_risk_hygiene,0.2,weighted_average,rule_model_inventory_done,,callable,1.0,on_completion,True,,,rule_model_inventory_done,examples/end_to_end_examples/orsa/preferences.py,131,5f8324db94ad665f06506d6ffd42dcaad7ddee7b77871c1f8a7a7be561c70b3f,faithful_definition_native_criterion
orsa/preference/02/02,orsa,preference,model_risk_hygiene,0.2,weighted_average,rule_validation_executed,,callable,1.0,on_completion,True,,,rule_validation_executed,examples/end_to_end_examples/orsa/preferences.py,135,ad354e4761456e0720f348c00f86d04cd6a53c4639195122ae35f57b11309679,faithful_definition_native_criterion
orsa/preference/03/00,orsa,preference,governance_quality,0.2,weighted_average,board_oversight_and_decisions,,llm,8.0,on_completion,True,,o3,,,,c475695a5635bf04fe580d7ffa9a79f17194895e839dedbddb2eae31db189ddd,faithful_definition_native_criterion
orsa/preference/03/01,orsa,preference,governance_quality,0.2,weighted_average,documentation_reproducibility_audit_trail,,llm,8.0,on_completion,True,,o3,,,,1531635ae03b8720f5ff033e6252baf69fda0d934662dc4f34ff227c107ee60d,faithful_definition_native_criterion
orsa/preference/03/02,orsa,preference,governance_quality,0.2,weighted_average,rule_board_approved,,callable,1.0,on_completion,True,,,rule_board_approved,examples/end_to_end_examples/orsa/preferences.py,140,93bdcdbd0fb1f19d932c71a5890381243dc5a83597af99a0a3cf993bd6d366b4,faithful_definition_native_criterion
orsa/preference/03/03,orsa,preference,governance_quality,0.2,weighted_average,rule_audit_trail_verified,,callable,1.0,on_completion,True,,,rule_audit_trail_verified,examples/end_to_end_examples/orsa/preferences.py,144,92aec4473383fc7437d5dbe76cf35133eb2981a400d127d3bf97acad5e588c53,faithful_definition_native_criterion
orsa/preference/03/04,orsa,preference,governance_quality,0.2,weighted_average,orsa_adversarial_scenarios,,llm,10.0,on_completion,True,,o3,,,,6c091a3cf14272647d1e5dfd3bbe238ae423b13c2322dd8cc6dcba885c8bf84f,faithful_definition_native_criterion
orsa/preference/03/05,orsa,preference,governance_quality,0.2,weighted_average,cost_realism_validation,,callable,1.0,on_completion,True,,,_validate_cost_realism,examples/end_to_end_examples/orsa/preferences.py,52,635b3107faf244be01693100d8f97a51defa68b966cea9089888cb001a960ffc,faithful_definition_native_criterion
orsa/diagnostic/04/00,orsa,diagnostic,constraint_adherence,,manager_agent_gym.core.evaluation.constraint_evaluator.hard_zero_agg,hard_constraints_enforced,LLM check: 1 if all hard constraints satisfied; 0 if any violation.,llm,1.0,on_completion,True,,o3,,,,83245f31708cf2b752b9985a2c4671ba7529409a7b2add89af50793fbb99f453,faithful_definition_native_criterion
orsa/diagnostic/04/01,orsa,diagnostic,constraint_adherence,,manager_agent_gym.core.evaluation.constraint_evaluator.hard_zero_agg,constraint_coverage_mapping,Fraction of constraints with handling artifacts (tasks/resources).,callable,1.0,on_completion,True,,,constraint_coverage_mapping,manager_agent_gym/core/evaluation/constraint_evaluator.py,109,f1ac928e9aa3e9e607a5b05f176d4de6bf263ecb28b03ad534b8fe3c32cd8fb7,faithful_definition_native_criterion
orsa/diagnostic/04/02,orsa,diagnostic,constraint_adherence,,manager_agent_gym.core.evaluation.constraint_evaluator.hard_zero_agg,deadline_guardrails,Fraction of deadline-tagged tasks that met deadlines.,callable,1.0,on_completion,True,,,deadline_guardrails,manager_agent_gym/core/evaluation/constraint_evaluator.py,134,3846a3bb6b29fb8f2e1f3d0b8e4e30e9e6607bd9eba9a242939b544a9b3d67ec,faithful_definition_native_criterion
orsa/diagnostic/04/03,orsa,diagnostic,constraint_adherence,,manager_agent_gym.core.evaluation.constraint_evaluator.hard_zero_agg,prohibited_actions_avoidance,1 if no prohibited keywords found in resources/messages; 0 otherwise.,callable,1.0,on_completion,True,communications_by_sender,,prohibited_actions_avoidance,manager_agent_gym/core/evaluation/constraint_evaluator.py,157,bb3b8094fbbce990e6f06d7d1b1a1e97f3c968dbe35f868cc5d1c6263201fee3,faithful_definition_native_criterion
orsa/diagnostic/04/04,orsa,diagnostic,constraint_adherence,,manager_agent_gym.core.evaluation.constraint_evaluator.hard_zero_agg,access_control_pii_evidence,,llm,10.0,on_completion,True,,o3,,,,6b46ed9d39b1114f0d9fdf9a6e1b6b1f12ee151ec80cb5cff5fb3d0f353d8b93,faithful_definition_native_criterion
orsa/diagnostic/04/05,orsa,diagnostic,constraint_adherence,,manager_agent_gym.core.evaluation.constraint_evaluator.hard_zero_agg,formal_signoffs_present,,llm,10.0,on_completion,True,,o3,,,,e5c0baff43ae94488f7b9614f27a0e9126f767b5d96a0b2f458e58a516a916e1,faithful_definition_native_criterion
orsa/diagnostic/04/06,orsa,diagnostic,constraint_adherence,,manager_agent_gym.core.evaluation.constraint_evaluator.hard_zero_agg,data_lineage_controls_evidence,,llm,10.0,on_completion,True,,o3,,,,aa16b65a08965bc41b4dfe84ce046b049fba131090a521ec9207d59c878dfe07,faithful_definition_native_criterion
orsa/diagnostic/04/07,orsa,diagnostic,constraint_adherence,,manager_agent_gym.core.evaluation.constraint_evaluator.hard_zero_agg,soft_constraints_tradeoff_documentation,,llm,6.0,on_completion,True,,o3,,,,c92b2022359fc0fe4d1862ca595841921a7c9d7cab5c14942a0f3bd5400d664a,faithful_definition_native_criterion
orsa/diagnostic/05/00,orsa,diagnostic,stakeholder_management,,manager_agent_gym.core.evaluation.stakeholder_evaluator.zeroing_gate,stakeholder_engagement_penalty,Max 10; subtract 1 per manager→stakeholder message.,callable,10.0,on_completion,True,communications_by_sender,,stakeholder_engagement_penalty,manager_agent_gym/core/evaluation/stakeholder_evaluator.py,60,2945af0a50dd7a291d2bd03ba7adf1aed2bd533c4c152d86e7c6ea0143ca720f,faithful_definition_native_criterion
orsa/diagnostic/05/01,orsa,diagnostic,stakeholder_management,,manager_agent_gym.core.evaluation.stakeholder_evaluator.zeroing_gate,stakeholder_assignment_load_penalty,Max 5; subtract 1 for each task assigned to the stakeholder (atomic tasks).,callable,5.0,each_timestep,True,,,stakeholder_assignment_load_penalty,manager_agent_gym/core/evaluation/stakeholder_evaluator.py,155,607a5201c19d8fdbdc88e0db034ffd1005d4f2643743bcb302dcefc03fce4783,faithful_definition_native_criterion
orsa/diagnostic/05/02,orsa,diagnostic,stakeholder_management,,manager_agent_gym.core.evaluation.stakeholder_evaluator.zeroing_gate,graph_complexity_penalty,"Max 8; penalize hard-to-read workflow graphs with excessive branching, ready tasks, or poor coordination.",callable,8.0,on_completion,True,,,graph_complexity_penalty,manager_agent_gym/core/evaluation/stakeholder_evaluator.py,92,e2a238b3d35d06f6bd1f4ba9519f346eadfef1142f39a2241addbd2afdf49c79,faithful_definition_native_criterion
orsa/diagnostic/05/03,orsa,diagnostic,stakeholder_management,,manager_agent_gym.core.evaluation.stakeholder_evaluator.zeroing_gate,response_latency_adherence,Max 20; subtract 1 per timestep of delay in stakeholder replies to manager.,callable,20.0,each_timestep,True,communications_by_sender,,response_latency_adherence,manager_agent_gym/core/evaluation/stakeholder_evaluator.py,69,3dad0127f5cdb4a670297842c4ec856684e4fc9e05a17dd6975fa09c801b2769,faithful_definition_native_criterion
orsa/diagnostic/05/04,orsa,diagnostic,stakeholder_management,,manager_agent_gym.core.evaluation.stakeholder_evaluator.zeroing_gate,clarification_probe,LLM: assess whether manager probed/updated model of stakeholder preferences; 0 if no evidence.,llm,30.0,on_completion,True,communications_by_sender;manager_actions,o3,,,,111b3681a6a7fb7d591291d337331ea30213b641d194bd552fdc72f6d6035de5,faithful_definition_native_criterion
orsa/diagnostic/05/05,orsa,diagnostic,stakeholder_management,,manager_agent_gym.core.evaluation.stakeholder_evaluator.zeroing_gate,negotiation_effectiveness,LLM: did the manager leverage stakeholder input to improve outcomes while managing comm/oversight cost?,llm,8.0,on_completion,True,communications_by_sender;manager_actions,o3,,,,501822eed8eb07b38a2dc4f0152a15c5534ffd034f3a07029f22246f2515cc61,faithful_definition_native_criterion
orsa/diagnostic/05/06,orsa,diagnostic,stakeholder_management,,manager_agent_gym.core.evaluation.stakeholder_evaluator.zeroing_gate,clarification_utility_gain,LLM: did clarifications improve outcomes (quality/rework/approvals) in subsequent steps?,llm,6.0,on_completion,True,communications_by_sender;manager_actions,o3,,,,bae62bf36a9516adb3701607981a81bc968f9c829dcac156f538e209624200b3,faithful_definition_native_criterion
orsa/diagnostic/06/00,orsa,diagnostic,operational_efficiency,,weighted_average,coordination_deadtime,Lower average coordination deadtime yields higher score.,callable,1.0,on_completion,True,,,coordination_deadtime_score,manager_agent_gym/core/evaluation/operational_efficiency_evaluator.py,21,7830c0104f7b4762e17e2e85b592655e418b082cdf496d12f9e00624c647d810,faithful_definition_native_criterion
orsa/diagnostic/06/01,orsa,diagnostic,operational_efficiency,,weighted_average,deadtime_efficiency,Fraction of started tasks with zero coordination deadtime.,callable,1.0,on_completion,True,,,deadtime_efficiency_score,manager_agent_gym/core/evaluation/operational_efficiency_evaluator.py,37,beded7b5b2cf969613c752bf18da3bf85c368d1ba2a807e45a28b5846a36ac73,faithful_definition_native_criterion
orsa/diagnostic/06/02,orsa,diagnostic,operational_efficiency,,weighted_average,agent_utilization_efficiency,Fraction of started tasks with zero coordination deadtime.,callable,1.0,on_completion,True,,,agent_utilization_efficiency,examples/end_to_end_examples/standard_rules.py,60,94ca621f7ce548960a18f6797a648ccc8d31395090b3be6a6be18e0655b960a7,faithful_definition_native_criterion
orsa/diagnostic/06/03,orsa,diagnostic,operational_efficiency,,weighted_average,parallelism_opportunity_exploitation,,llm,10.0,each_timestep,True,,o3,,,,b5eebeba01a5014cfdeb767fe4bff3be668273c615e79cec018e5b93be507ba5,faithful_definition_native_criterion
orsa/diagnostic/06/04,orsa,diagnostic,operational_efficiency,,weighted_average,planning_scope_quality,,llm,10.0,each_timestep,True,,o3,,,,235b461d1cfc64ac6661beea3a71915327e192501c80dc081b5fbbccf133f825,faithful_definition_native_criterion
orsa/diagnostic/07/00,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,board_approved_assessment_complete,,llm,18.0,on_completion,True,,o3,,,,de78f1b4011c6cfc60efcf0de0f03b84f432129fbfac50af088297830a787bc7,faithful_definition_native_criterion
orsa/diagnostic/07/01,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,risk_appetite_statement_quantified,,llm,15.0,on_completion,True,,o3,,,,e6b325792350612c3a785a53909b8252fd46e394d1f4a22d13159337d2e1e763,faithful_definition_native_criterion
orsa/diagnostic/07/02,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,capital_plan_ncua_compliant,,llm,15.0,on_completion,True,,o3,,,,89aff1bfab67016e24a2853b7b755d353a331183cd5b02c1f8c21ea740e4367a,faithful_definition_native_criterion
orsa/diagnostic/07/03,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,scenario_stress_testing_comprehensive,,llm,12.0,on_completion,True,,o3,,,,3686eb71954cb5af8c275fb9fe90830ba3d844c14168ccef5a556be6b78f99b5,faithful_definition_native_criterion
orsa/diagnostic/07/04,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,material_risk_inventory_assessed,,llm,10.0,on_completion,True,,o3,,,,cec65796adf5ce30254e614532e3e06819adb4f9ad4ec3dc965437d95b33144e,faithful_definition_native_criterion
orsa/diagnostic/07/05,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,model_risk_framework_sr11_7,,llm,10.0,on_completion,True,,o3,,,,f56b4e05b158d7202712d9dcddc2b30dced75fd1859fde91068eae06fdd05ddd,faithful_definition_native_criterion
orsa/diagnostic/07/06,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,liquidity_adequacy_contingency_plan,,llm,8.0,on_completion,True,,o3,,,,47422f938e462e96eb24882e88f5d5927a6a0f07792f2b6ccea9682802f4577a,faithful_definition_native_criterion
orsa/diagnostic/07/07,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,board_package_supervisory_ready,,llm,8.0,on_completion,True,,o3,,,,ff6354aaf4c5b69f14d3bdc8488d1daf26e4c22f90731605d642f8f0a3af85b5,faithful_definition_native_criterion
orsa/diagnostic/07/08,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,governance_proportionality_documented,,llm,8.0,on_completion,True,,o3,,,,8620accd734559c0f22d764d9194ecfb22957a65170d7deb715ff79fafc721e4,faithful_definition_native_criterion
orsa/diagnostic/07/09,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,strategic_plan_budget_linkage,,llm,7.0,on_completion,True,,o3,,,,f8627d531109129b90b0beb7e7499c771b24934f8aae657aa4d24bf202507d5f,faithful_definition_native_criterion
orsa/diagnostic/07/10,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,climate_risk_overlay_included,,llm,6.0,on_completion,True,,o3,,,,b2ed733640933c3b47c54cba7271f156a79394af661374e995d98d4c9043e89c,faithful_definition_native_criterion
orsa/diagnostic/07/11,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,raci_roles_responsibilities,,llm,6.0,on_completion,True,,o3,,,,2943e2a1c8f76163b68eb0c6f0f870710b85cbc45939528776335675f1166ba0,faithful_definition_native_criterion
orsa/diagnostic/07/12,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,recovery_options_documented,,llm,5.0,on_completion,True,,o3,,,,9406b2b36b7e54659ad0cd9fea0d358a283a724f95f70dafddb89866bed0365d,faithful_definition_native_criterion
orsa/diagnostic/07/13,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,operational_risk_assessment,,llm,5.0,on_completion,True,,o3,,,,8abe70af64cbd4079cb4bd2ee05c62144565639461b522a863319f52b98bc6d2,faithful_definition_native_criterion
orsa/diagnostic/07/14,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,documentation_standards_audit_trail,,llm,4.0,on_completion,True,,o3,,,,3dc16e0450ed3f1c817bfa6e8d4db23b2e21cddbe811ed9c2fb992c7945be595,faithful_definition_native_criterion
orsa/diagnostic/07/15,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,data_foundations_validated,,llm,4.0,on_completion,True,,o3,,,,abeb69b034283ef677806adee957c2773746ea588fc7a8c38471fd83856d8465,faithful_definition_native_criterion
orsa/diagnostic/07/16,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,regulatory_examination_readiness,,llm,3.0,on_completion,True,,o3,,,,40c3158fb98a153f75483480a0151ed07023ce22d3049c20a072314c549cc4ff,faithful_definition_native_criterion
orsa/diagnostic/07/17,orsa,diagnostic,orsa_goal_achievement_eval,,weighted_average,risk_culture_assessment,,llm,3.0,on_completion,True,,o3,,,,a729dfe40f32cfe3034ddd2dbf06236ea9be789c34f588bcd0896a7593ebe61b,faithful_definition_native_criterion
legal_contract_negotiation/preference/00/00,legal_contract_negotiation,preference,privacy_compliance,0.25,weighted_average,dpa_article_28_completeness,,llm,8.0,on_completion,True,,o3,,,,abc802881dcebc0788374e241cdc28e69b5a42aae9129fa78cfe80d0fa92aacc,faithful_definition_native_criterion
legal_contract_negotiation/preference/00/01,legal_contract_negotiation,preference,privacy_compliance,0.25,weighted_average,intl_transfers_mechanisms,,llm,6.0,on_completion,True,,o3,,,,e0a873f1e4786095b7489bf3585d344434be6510287c1fe7e970e3ca107600b9,faithful_definition_native_criterion
legal_contract_negotiation/preference/00/02,legal_contract_negotiation,preference,privacy_compliance,0.25,weighted_average,ccpa_cpra_service_provider_clauses,,llm,5.0,on_completion,True,,o3,,,,dc7771fd7c6cd927f1756977a410732987f7c7b2399a2512f350fadb6602197a,faithful_definition_native_criterion
legal_contract_negotiation/preference/00/03,legal_contract_negotiation,preference,privacy_compliance,0.25,weighted_average,records_and_data_mapping,,llm,5.0,on_completion,True,,o3,,,,468bc7cc29ef72e96e9b7f0cc717e7d3c1121a8b57a5804b9921a7b4f958d237,faithful_definition_native_criterion
legal_contract_negotiation/preference/00/04,legal_contract_negotiation,preference,privacy_compliance,0.25,weighted_average,artifact_presence_privacy_core,,callable,1.0,on_completion,True,,,create_preferences.<locals>.artifact_presence_score,examples/end_to_end_examples/legal_contract_negotiation/preferences.py,161,4344f4ef39aa2e832885409af1f19c0f67b8bdca7c9150ae3cde5359b71715b6,faithful_definition_native_criterion
legal_contract_negotiation/preference/00/05,legal_contract_negotiation,preference,privacy_compliance,0.25,weighted_average,legal_adversarial_scenarios,,llm,10.0,on_completion,True,,o3,,,,ddc574977104ef90ba86db46157f59334ef5929479ed326966d5bbf724b4b285,faithful_definition_native_criterion
legal_contract_negotiation/preference/00/06,legal_contract_negotiation,preference,privacy_compliance,0.25,weighted_average,cost_realism_validation,,callable,1.0,on_completion,True,,,create_preferences.<locals>._validate_cost_realism,examples/end_to_end_examples/legal_contract_negotiation/preferences.py,29,c33d68fa0d7f48d21c5c230df38fc08a2afa7aa2a2b5c214d63cf320d7e1494d,faithful_definition_native_criterion
legal_contract_negotiation/preference/01/00,legal_contract_negotiation,preference,security,0.2,weighted_average,assurance_evidence_quality,,llm,6.0,on_completion,True,,o3,,,,88be6950afa3c2dc01b565be0026912fb330c9b07297260af9e7c88b3f9cdc8f,faithful_definition_native_criterion
legal_contract_negotiation/preference/01/01,legal_contract_negotiation,preference,security,0.2,weighted_average,security_controls_mapping,,llm,7.0,on_completion,True,,o3,,,,26475b0cbff3d13af1762e4acc23ce12daad80a5e137a408267bc25d463996cd,faithful_definition_native_criterion
legal_contract_negotiation/preference/01/02,legal_contract_negotiation,preference,security,0.2,weighted_average,pen_test_and_bcp_quality,,llm,5.0,on_completion,True,,o3,,,,cc16039908ecc6fabd492e5cac72e13179d00dbce577a6501f0069f32226feb4,faithful_definition_native_criterion
legal_contract_negotiation/preference/01/03,legal_contract_negotiation,preference,security,0.2,weighted_average,artifact_presence_security_core,,callable,1.0,on_completion,True,,,create_preferences.<locals>.artifact_presence_score,examples/end_to_end_examples/legal_contract_negotiation/preferences.py,161,4344f4ef39aa2e832885409af1f19c0f67b8bdca7c9150ae3cde5359b71715b6,faithful_definition_native_criterion
legal_contract_negotiation/preference/02/00,legal_contract_negotiation,preference,quality,0.2,weighted_average,internal_consistency_msa_dpa_security,,llm,8.0,on_completion,True,,o3,,,,04549c3eb3a719e9e93bb8d761538c5b6b8cb22213f4322c9c189a3b192442d0,faithful_definition_native_criterion
legal_contract_negotiation/preference/02/01,legal_contract_negotiation,preference,quality,0.2,weighted_average,sla_slo_alignment,,llm,6.0,on_completion,True,,o3,,,,a15e98efed44cf8d4a186feeebf5e399d80530fd2f39b12521139e0efa9710a0,faithful_definition_native_criterion
legal_contract_negotiation/preference/02/02,legal_contract_negotiation,preference,quality,0.2,weighted_average,liability_indemnities_balance,,llm,6.0,on_completion,True,,o3,,,,dcb3cea6e532a0314a71b8c572c0bd184f961a92bd1516ba2809465f1a258121,faithful_definition_native_criterion
